pop	chromosome	window_pos_1	window_pos_2	avg_pi	no_sites	count_diffs	count_comparisons	count_missing
CR	scaffold-ma1	73800001	73900000	0.002142602071182002	96859	108	50406	92906
CR	scaffold-ma1	73900001	74000000	0.0021019273056525675	96344	65	30924	130840
CR	scaffold-ma1	74000001	74100000	0.0018950609972758499	96454	80	42215	108478
CR	scaffold-ma1	74100001	74200000	0.0014523438730336489	96681	83	57149	79064
CR	scaffold-ma1	74200001	74300000	0.002040055278917235	96633	93	45587	102092
CR	scaffold-ma1	74300001	74400000	5.627567577707329e-05	97008	3	53309	87398
CR	scaffold-ma1	74400001	74500000	0.0008021877848678213	96661	44	54850	83622
CR	scaffold-ma1	74500001	74600000	0.00044651993525460937	96547	24	53749	85596
CR	scaffold-ma1	74600001	74700000	0.0009856247559183978	96381	53	53773	85216
CR	scaffold-ma1	74700001	74800000	0.0006338358089673988	95485	23	36287	118396
CR	scaffold-ma1	74800001	74900000	0.000335195530726257	96823	15	44750	104146
CR	scaffold-ma1	74900001	75000000	0.000916395293655599	97110	56	61109	72002
CR	scaffold-ma1	75000001	75100000	0.0019120458891013384	96435	13	6799	179272
CR	scaffold-ma1	75100001	75200000	0.001265618887636054	95907	55	43457	104900
CR	scaffold-ma1	75200001	75300000	0.0013514699429574375	96776	77	56975	79602
CR	scaffold-ma1	75300001	75400000	0.001609220397955855	96855	74	45985	101740
CR	scaffold-ma1	75400001	75500000	0.00026724629418472065	96264	15	56128	80272
CR	scaffold-ma1	75500001	75600000	0.0001750978956416542	96995	11	62822	68346
CR	scaffold-ma1	75600001	75700000	0.0001743679163034002	96338	10	57350	77976
CR	scaffold-ma1	75700001	75800000	0.0001703838748700823	96408	10	58691	75434
CR	scaffold-ma1	75800001	75900000	9.862711062016727e-05	95961	5	50696	90530
CR	scaffold-ma1	75900001	76000000	0.00027303754266211604	96550	14	51275	90550
CR	scaffold-ma1	76000001	76100000	0.0004146100691016782	96777	21	50650	92254
CR	scaffold-ma1	76100001	76200000	0.0003712543092018032	96540	21	56565	79950
CR	scaffold-ma1	76200001	76300000	0.00019567556990509734	96476	2	10221	172510
CR	scaffold-ma1	76300001	76400000	0.001085758468093507	96274	66	60787	70974
CR	scaffold-ma1	76400001	76500000	0.0007963685593692761	96768	30	37671	118194
CR	scaffold-ma1	76500001	76600000	0.001309811305308829	96857	32	24431	144852
CR	scaffold-ma1	76600001	76700000	0.00031468311410409717	96553	15	47667	97772
CR	scaffold-ma1	76700001	76800000	0.0003028238322355969	97372	16	52836	89072
CR	scaffold-ma1	76800001	76900000	0.00011713945452060678	96822	6	51221	91202
CR	scaffold-ma1	76900001	77000000	0.00037316709105277024	97283	17	45556	103454
CR	scaffold-ma1	77000001	77100000	0.0	96626	0	31298	130656
CR	scaffold-ma1	77100001	77200000	0.00022749677712899068	97126	9	39561	115130
CR	scaffold-ma1	77200001	77300000	5.3893829156561574e-05	97209	3	55665	83088
CR	scaffold-ma1	77300001	77400000	4.297193932362168e-05	96899	2	46542	100714
CR	scaffold-ma1	77400001	77500000	9.419921249458354e-05	96630	5	53079	87102
CR	scaffold-ma1	77500001	77600000	9.631313325885118e-05	96927	5	51914	90026
CR	scaffold-ma1	77600001	77700000	0.00011908609924975757	97476	7	58781	77390
CR	scaffold-ma1	77700001	77800000	4.434130984229274e-05	96952	3	67657	58590
CR	scaffold-ma1	77800001	77900000	1.9921509253541048e-05	96210	1	50197	92026
CR	scaffold-ma1	77900001	78000000	0.0001472055480135429	97117	9	61139	71956
CR	scaffold-ma1	78000001	78100000	0.00032711808963035657	96812	19	58083	77458
CR	scaffold-ma1	78100001	78200000	0.0007560211685927206	95959	42	55554	80810
CR	scaffold-ma1	78200001	78300000	0.000547945205479452	95944	23	41975	107938
CR	scaffold-ma1	78300001	78400000	0.0018286581789324777	95500	53	28983	133034
CR	scaffold-ma1	78400001	78500000	0.0006107429688215714	97308	20	32747	129122
CR	scaffold-ma1	78500001	78600000	0.000272086632383751	97336	10	36753	121166
CR	scaffold-ma1	78600001	78700000	0.0006985997630835586	96196	23	32923	126546
CR	scaffold-ma1	78700001	78800000	0.0005368098159509203	96811	14	26080	141462
CR	scaffold-ma1	78800001	78900000	0.0007761811885523225	96647	39	50246	92802
CR	scaffold-ma1	78900001	79000000	0.0010660412557965994	96130	60	56283	79694
CR	scaffold-ma1	79000001	79100000	0.0004154462931804491	96269	20	48141	96256
CR	scaffold-ma1	79100001	79200000	0.0002911578985678671	95268	16	54953	80630
CR	scaffold-ma1	79200001	79300000	0.0008442704735589838	95420	44	52116	86608
CR	scaffold-ma1	79300001	79400000	0.0005363700127903619	96757	13	24237	145040
CR	scaffold-ma1	79400001	79500000	0.0014536392897933756	96979	14	9631	174696
CR	scaffold-ma1	79500001	79600000	0.00013371486641884845	96590	5	37393	118394
CR	scaffold-ma1	79600001	79700000	0.0002868288205598899	96984	10	34864	124240
CR	scaffold-ma1	79700001	79800000	0.0008526547076378186	97344	26	30493	133702
CR	scaffold-ma1	79800001	79900000	0.000945829750644884	96273	22	23260	146026
CR	scaffold-ma1	79900001	80000000	0.000447374617376972	96586	19	42470	108232
CR	scaffold-ma1	80000001	80100000	0.0009906837623121034	97182	52	52489	89386
CR	scaffold-ma1	80100001	80200000	0.0009980583228990873	95944	55	55107	81674
CR	scaffold-ma1	80200001	80300000	0.0014350252458145097	96708	81	56445	80526
CR	scaffold-ma1	80300001	80400000	0.0012407758114020768	96261	76	61252	70018
CR	scaffold-ma1	80400001	80500000	0.0004885197850512946	96199	19	38893	114612
CR	scaffold-ma1	80500001	80600000	0.0004172876304023845	96046	21	50325	91442
CR	scaffold-ma1	80600001	80700000	0.0004907201317934069	96184	28	57059	78250
CR	scaffold-ma1	80700001	80800000	0.0006623712892153911	97261	33	49821	94880
CR	scaffold-ma1	80800001	80900000	0.0013058463382784235	96826	61	46713	100226
CR	scaffold-ma1	80900001	81000000	0.00026993467580845433	96041	15	55569	80944
CR	scaffold-ma1	81000001	81100000	0.0	95994	0	5845	180298
CR	scaffold-ma1	81100001	81200000	8.246062505153789e-05	96932	2	24254	145356
CR	scaffold-ma1	81200001	81300000	0.0	96124	0	21189	149870
CR	scaffold-ma1	81300001	81400000	0.00028297081627648137	97148	15	53009	88278
CR	scaffold-ma1	81400001	81500000	0.00024091473471581329	96603	13	53961	85284
CR	scaffold-ma1	81500001	81600000	7.08842814105972e-05	96746	2	28215	137062
CR	scaffold-ma1	81600001	81700000	1.890537858020607e-05	96042	1	52895	86294
CR	scaffold-ma1	81700001	81800000	7.615711212230833e-05	97005	4	52523	88964
CR	scaffold-ma1	81800001	81900000	0.0002956353472371533	95917	11	37208	117418
CR	scaffold-ma1	81900001	82000000	0.0003203634669151911	96470	11	34336	124268
CR	scaffold-ma1	82000001	82100000	0.0	95633	0	19119	153028
CR	scaffold-ma1	82100001	82200000	5.282620179609086e-05	96049	2	37860	116378
CR	scaffold-ma1	82200001	82300000	0.001359577922077922	96525	67	49280	94490
CR	scaffold-ma1	82300001	82400000	0.0014511795736669739	96123	74	50993	90260
CR	scaffold-ma1	82400001	82500000	0.0009288460707651099	96442	43	46294	100296
CR	scaffold-ma1	82500001	82600000	0.0001289906481780071	94992	2	15505	158974
CR	scaffold-ma1	82600001	82700000	0.0003893203286683196	96888	19	48803	96170
CR	scaffold-ma1	82700001	82800000	0.0010628103493335657	95496	61	57395	76202
CR	scaffold-ma1	82800001	82900000	0.0003025108399717657	96635	18	59502	74266
CR	scaffold-ma1	82900001	83000000	0.00012686169537969705	96536	5	39413	114246
CR	scaffold-ma1	83000001	83100000	1.6996396763886056e-05	96684	1	58836	75696
CR	scaffold-ma1	83100001	83200000	0.0	96638	0	56651	79974
CR	scaffold-ma1	83200001	83300000	0.00016533480297602646	96682	9	54435	84494
CR	scaffold-ma1	83300001	83400000	0.00041071978642571105	96110	12	29217	133786
CR	scaffold-ma1	83400001	83500000	0.00018693685273114743	96609	5	26747	139724
CR	scaffold-ma1	83500001	83600000	0.0013928625207047132	96683	37	26564	140238
CR	scaffold-ma1	83600001	83700000	0.0008592095272349438	96970	43	50046	93848
CR	scaffold-ma1	83700001	83800000	0.000883567448653912	96610	49	55457	82306
CR	scaffold-ma1	83800001	83900000	0.00016933526500968973	96958	9	53149	87618
CR	scaffold-ma1	83900001	84000000	0.0012425272535458915	96399	53	42655	107488
CR	scaffold-ma1	84000001	84100000	0.0010635623537601764	96403	55	51713	89380
CR	scaffold-ma1	84100001	84200000	0.0004111381050270977	95765	11	26755	138020
CR	scaffold-ma1	84200001	84300000	0.012587751149842653	96253	52	4131	184244
CR	scaffold-ma1	84300001	84400000	0.0012584948401711553	95840	35	27811	136058
CR	scaffold-ma1	84400001	84500000	0.0009710571035524506	96571	36	37073	118996
CR	scaffold-ma1	84500001	84600000	0.0013820506176038696	96743	16	11577	170332
CR	scaffold-ma1	84600001	84700000	0.0013003901170351106	95843	33	25377	140932
CR	scaffold-ma1	84700001	84800000	0.0013293452974410102	96534	40	30090	132888
CR	scaffold-ma1	84800001	84900000	0.0015782724492815572	96638	96	60826	71624
CR	scaffold-ma1	84900001	85000000	0.0015495025281357037	96860	95	61310	71100
CR	scaffold-ma1	85000001	85100000	4.7774504339517476e-05	96167	3	62795	66744
CR	scaffold-ma1	85100001	85200000	0.00019631709136597433	96828	5	25469	142718
CR	scaffold-ma1	85200001	85300000	0.0008888730867006809	96418	50	56251	80334
CR	scaffold-ma1	85300001	85400000	0.0012663159945451004	96966	52	41064	111804
CR	scaffold-ma1	85400001	85500000	0.0012181167177291352	96476	66	54182	84588
CR	scaffold-ma1	85500001	85600000	0.0024287256333735477	96054	153	62996	66116
CR	scaffold-ma1	85600001	85700000	0.0012526843235504653	96104	35	27940	136328
CR	scaffold-ma1	85700001	85800000	0.0015351999415161926	95498	42	27358	136280
CR	scaffold-ma1	85800001	85900000	0.0011324133572105763	96097	43	37972	116250
CR	scaffold-ma1	85900001	86000000	0.0006967808723696522	97201	35	50231	93940
CR	scaffold-ma1	86000001	86100000	0.000667365811802841	96761	35	52445	88632
CR	scaffold-ma1	86100001	86200000	0.0004086636697997548	96891	25	61175	71432
CR	scaffold-ma1	86200001	86300000	0.0005720721526002468	97479	32	55937	83084
CR	scaffold-ma1	86300001	86400000	0.00027664908792253824	97310	16	57835	78950
CR	scaffold-ma1	86400001	86500000	0.0004078040823334979	97023	19	46591	100864
CR	scaffold-ma1	86500001	86600000	0.0017589979510573318	96197	91	51734	88926
CR	scaffold-ma1	86600001	86700000	0.0019178193985391928	96197	94	49014	94366
CR	scaffold-ma1	86700001	86800000	0.001603605946344212	95397	37	23073	144648
CR	scaffold-ma1	86800001	86900000	0.0007193002647024974	96128	25	34756	122744
CR	scaffold-ma1	86900001	87000000	0.0025363507160817756	96621	116	45735	101772
CR	scaffold-ma1	87000001	87100000	0.0014285086369829898	96656	65	45502	102308
CR	scaffold-ma1	87100001	87200000	0.0010365425158116654	97013	59	56920	80186
CR	scaffold-ma1	87200001	87300000	0.0009946949602122016	96779	57	57304	78950
CR	scaffold-ma1	87300001	87400000	0.0009758067229718362	96986	58	59438	75096
CR	scaffold-ma1	87400001	87500000	0.0011200756051033445	96107	64	57139	77936
CR	scaffold-ma1	87500001	87600000	0.0012337758476040073	96038	50	40526	111024
CR	scaffold-ma1	87600001	87700000	0.0013936203158872716	95503	9	6458	178090
CR	scaffold-ma1	87700001	87800000	0.0008004482510205716	94918	10	12493	164850
CR	scaffold-ma1	87800001	87900000	0.0012862529513338267	96445	73	56754	79382
CR	scaffold-ma1	87900001	88000000	0.002283550084936924	95866	82	35909	119914
CR	scaffold-ma1	88000001	88100000	0.0013693234041754984	96494	73	53311	86366
CR	scaffold-ma1	88100001	88200000	0.0007514885253482861	96078	13	17299	157558
CR	scaffold-ma1	88200001	88300000	0.0004448514981028392	95849	17	38215	115268
CR	scaffold-ma1	88300001	88400000	0.0005166623611469904	95723	6	11613	168220
CR	scaffold-ma1	88400001	88500000	0.0023287104119229973	95628	45	19324	152608
CR	scaffold-ma1	88500001	88600000	0.00020623416416239466	95645	7	33942	123406
CR	scaffold-ma1	88600001	88700000	6.540971007146011e-05	97100	4	61153	71894
CR	scaffold-ma1	88700001	88800000	0.00041036986814637716	96561	23	56047	81028
CR	scaffold-ma1	88800001	88900000	0.00089126559714795	96590	56	62832	67516
CR	scaffold-ma1	88900001	89000000	0.0014935590266973676	96239	24	16069	160340
CR	scaffold-ma1	89000001	89100000	0.0014342302964075945	95728	21	14642	162172
CR	scaffold-ma1	89100001	89200000	0.002068680182043856	96812	30	14502	164620
CR	scaffold-ma1	89200001	89300000	0.0026795836339276514	95999	52	19406	153186
CR	scaffold-ma1	89300001	89400000	0.0001427609976954296	96232	7	49033	94398
CR	scaffold-ma1	89400001	89500000	0.0005236349788165849	96131	11	21007	150248
CR	scaffold-ma1	89500001	89600000	0.0004786979415988511	96833	30	62670	68326
CR	scaffold-ma1	89600001	89700000	0.0005248452478350134	96971	34	64781	64380
CR	scaffold-ma1	89700001	89800000	0.001248615092415103	96677	71	56863	79628
CR	scaffold-ma1	89800001	89900000	0.0005603323350400928	96942	29	51755	90374
CR	scaffold-ma1	89900001	90000000	4.4701727721776446e-05	97436	2	44741	105390
CR	scaffold-ma1	90000001	90100000	3.331445514208615e-05	96736	2	60034	73404
CR	scaffold-ma1	90100001	90200000	0.0011137213956321239	96521	64	57465	78112
CR	scaffold-ma1	90200001	90300000	0.0003142261766943406	96415	19	60466	71898
CR	scaffold-ma1	90300001	90400000	0.0017913121361397223	96823	120	66990	59666
CR	scaffold-ma1	90400001	90500000	0.00018921200477396442	97393	13	68706	57374
CR	scaffold-ma1	90500001	90600000	0.0	96564	0	40630	111868
CR	scaffold-ma1	90600001	90700000	0.00036264732547597464	96250	20	55150	82200
CR	scaffold-ma1	90700001	90800000	0.0	95797	0	12031	167532
CR	scaffold-ma1	90800001	90900000	0.00041564088627425906	96641	13	31277	130728
CR	scaffold-ma1	90900001	91000000	0.0012020585252244468	96674	32	26621	140106
CR	scaffold-ma1	91000001	91100000	0.0006154224875376946	96349	20	32498	127702
CR	scaffold-ma1	91100001	91200000	0.00022290745625441172	96945	6	26917	140056
CR	scaffold-ma1	91200001	91300000	6.413956769931371e-05	97115	2	31182	131866
CR	scaffold-ma1	91300001	91400000	2.2069209039548023e-05	97439	1	45312	104254
CR	scaffold-ma1	91400001	91500000	0.0005194467891695344	96720	24	46203	101034
CR	scaffold-ma1	91500001	91600000	0.00018292125240084144	96530	6	32801	127458
CR	scaffold-ma1	91600001	91700000	0.00011726766344180593	96786	6	51165	91242
CR	scaffold-ma1	91700001	91800000	7.394125367395604e-05	97420	4	54097	86646
CR	scaffold-ma1	91800001	91900000	0.0	95547	0	55225	80644
CR	scaffold-ma1	91900001	92000000	0.00015694891312877657	96701	10	63715	65972
CR	scaffold-ma1	92000001	92100000	6.4181762752114e-05	96765	4	62323	68884
CR	scaffold-ma1	92100001	92200000	9.352787130564908e-05	96790	5	53460	86660
CR	scaffold-ma1	92200001	92300000	0.00027776491829081986	96957	6	21601	150712
CR	scaffold-ma1	92300001	92400000	0.0009847365829640572	95362	18	18279	154166
CR	scaffold-ma1	92400001	92500000	0.0015426674477641085	95896	79	51210	89372
CR	scaffold-ma1	92500001	92600000	0.001140500943106549	96778	26	22797	147962
CR	scaffold-ma1	92600001	92700000	0.0005248792777661138	96948	5	9526	174844
CR	scaffold-ma1	92700001	92800000	0.0	97009	0	10381	173256
CR	scaffold-ma1	92800001	92900000	0.0004213429348450607	96407	11	26107	140600
CR	scaffold-ma1	92900001	93000000	0.0013145587380236116	96361	52	39557	113608
CR	scaffold-ma1	93000001	93100000	0.0019511581067472306	96552	31	15888	161328
CR	scaffold-ma1	93100001	93200000	0.0008205128205128205	97362	20	24375	145974
CR	scaffold-ma1	93200001	93300000	0.0009958992384299942	96498	51	51210	90576
CR	scaffold-ma1	93300001	93400000	0.00023937761819269897	97579	14	58485	78188
CR	scaffold-ma1	93400001	93500000	0.0007930214115781126	96827	14	17654	158346
CR	scaffold-ma1	93500001	93600000	0.0009298618490967056	97972	7	7528	180888
CR	scaffold-ma1	93600001	93700000	0.00022715800100959113	97525	9	39620	115810
CR	scaffold-ma1	93700001	93800000	0.0006606416151366207	97823	25	37842	119962
CR	scaffold-ma1	93800001	93900000	0.00027823291186199645	97451	9	32347	130208
CR	scaffold-ma1	93900001	94000000	0.0016076336669605352	97316	31	19283	156066
CR	scaffold-ma1	94000001	94100000	0.000664774156455496	97153	37	55658	82990
CR	scaffold-ma1	94100001	94200000	0.0005595061906652709	97155	31	55406	83498
CR	scaffold-ma1	94200001	94300000	0.00033247931783067026	96549	17	51131	90836
CR	scaffold-ma1	94300001	94400000	0.0016573638389880555	96935	87	52493	88884
CR	scaffold-ma1	94400001	94500000	0.0019606419286907267	96430	54	27542	137776
CR	scaffold-ma1	94500001	94600000	0.003479757539474669	96542	93	26726	139632
CR	scaffold-ma1	94600001	94700000	0.0004182600382409178	96003	7	16736	158534
CR	scaffold-ma1	94700001	94800000	0.000884489442583462	96805	47	53138	87334
CR	scaffold-ma1	94800001	94900000	0.0007479991024010772	96018	20	26738	138560
CR	scaffold-ma1	94900001	95000000	0.0015778983501273391	96372	57	36124	120496
CR	scaffold-ma1	95000001	95100000	0.0009327171747148854	96048	22	23587	144922
CR	scaffold-ma1	95100001	95200000	0.0011000463177396943	96861	38	34544	124634
CR	scaffold-ma1	95200001	95300000	0.0006290297216543482	97184	36	57231	79906
CR	scaffold-ma1	95300001	95400000	0.0012413108242303873	93827	10	8056	171542
CR	scaffold-ma1	95400001	95500000	0.0008516074089844582	96603	28	32879	127448
CR	scaffold-ma1	95500001	95600000	0.001625018055756175	96458	45	27692	137532
CR	scaffold-ma1	95600001	95700000	0.0013257372173850728	95851	37	27909	135884
CR	scaffold-ma1	95700001	95800000	0.0005108350809270312	95630	19	37194	116872
CR	scaffold-ma1	95800001	95900000	4.65809577044904e-05	96991	2	42936	108110
CR	scaffold-ma1	95900001	96000000	0.00024123789502705312	96380	14	58034	76692
CR	scaffold-ma1	96000001	96100000	0.00088	97276	11	12500	169552
CR	scaffold-ma1	96100001	96200000	0.0007304335122895439	96084	20	27381	137406
CR	scaffold-ma1	96200001	96300000	0.0012540167724743318	97095	16	12759	168672
CR	scaffold-ma1	96300001	96400000	0.0005602240896358543	95684	13	23205	144958
CR	scaffold-ma1	96400001	96500000	0.000468384074941452	96010	10	21350	149320
CR	scaffold-ma1	96500001	96600000	0.00015417228753131625	96980	8	51890	90180
CR	scaffold-ma1	96600001	96700000	0.0005573180142330447	96452	13	23326	146252
CR	scaffold-ma1	96700001	96800000	0.0006099048548426446	96118	15	24594	143048
CR	scaffold-ma1	96800001	96900000	0.0001268713524486171	96259	3	23646	145226
CR	scaffold-ma1	96900001	97000000	0.0008899095737046074	95607	31	34835	121544
CR	scaffold-ma1	97000001	97100000	0.0013476623241991776	96131	39	28939	134384
CR	scaffold-ma1	97100001	97200000	5.717988792741966e-05	96451	3	52466	87970
CR	scaffold-ma1	97200001	97300000	6.25534310556934e-05	97108	3	47959	98298
CR	scaffold-ma1	97300001	97400000	0.0029022215186533694	96364	55	18951	154826
CR	scaffold-ma1	97400001	97500000	0.00826269677327445	95600	116	14039	163122
CR	scaffold-ma1	97500001	97600000	0.011822743897252701	96129	278	23514	145230
CR	scaffold-ma1	97600001	97700000	0.014628676283194862	95796	287	19619	152354
CR	scaffold-ma1	97700001	97800000	0.0019127961155525038	95834	39	20389	150890
CR	scaffold-ma1	97800001	97900000	0.0001041630498941009	96503	3	28801	135404
CR	scaffold-ma1	97900001	98000000	0.00037809225451010045	96475	14	37028	118894
CR	scaffold-ma1	98000001	98100000	0.0001432639100302645	96591	8	55841	81500
CR	scaffold-ma1	98100001	98200000	0.00012070630431783694	96159	7	57992	76334
CR	scaffold-ma1	98200001	98300000	0.0001601765501530576	97623	9	56188	82870
CR	scaffold-ma1	98300001	98400000	0.0001306933281056002	97426	4	30606	133640
CR	scaffold-ma1	98400001	98500000	0.00024857954545454543	97195	7	28160	138070
CR	scaffold-ma1	98500001	98600000	0.0007463997190024587	95560	17	22776	145568
CR	scaffold-ma1	98600001	98700000	0.0011348590883298658	96686	18	15861	161650
CR	scaffold-ma1	98700001	98800000	0.001716656334938725	97188	36	20971	152434
CR	scaffold-ma1	98800001	98900000	0.001932168550873587	96536	47	24325	144422
CR	scaffold-ma1	98900001	99000000	0.004601973538652153	95666	104	22599	146134
CR	scaffold-ma1	99000001	99100000	0.00040187955978731297	95569	13	32348	126442
CR	scaffold-ma1	99100001	99200000	0.0056806922517999865	96187	172	30278	131818
CR	scaffold-ma1	99200001	99300000	0.0010103672465296082	96234	23	22764	146940
CR	scaffold-ma1	99300001	99400000	0.0007658189476371295	96195	24	31339	129712
CR	scaffold-ma1	99400001	99500000	0.00016909887211052303	96533	10	59137	74792
CR	scaffold-ma1	99500001	99600000	0.0016796864585277415	96557	63	37507	118100
CR	scaffold-ma1	99600001	99700000	6.208095356344674e-05	95834	1	16108	159452
CR	scaffold-ma1	99700001	99800000	0.0013981412945143516	95223	17	12159	166128
CR	scaffold-ma1	99800001	99900000	0.0004005972540879129	96050	11	27459	137182
CR	scaffold-ma1	99900001	100000000	0.001669162227840644	96905	68	40739	112332
CR	scaffold-ma1	100000001	100100000	0.0023348767264236812	95416	59	25269	140294
CR	scaffold-ma1	100100001	100200000	0.008566234246448711	95026	278	32453	125146
CR	scaffold-ma1	100200001	100300000	0.000690876117276221	96528	16	23159	146738
CR	scaffold-ma1	100300001	100400000	0.0001859427296392711	96548	5	26890	139316
CR	scaffold-ma1	100400001	100500000	0.0011032775415747269	96531	41	37162	118738
CR	scaffold-ma1	100500001	100600000	0.001270878721859114	95844	28	22032	147624
CR	scaffold-ma1	100600001	100700000	0.0003655638822884299	96531	12	32826	127410
CR	scaffold-ma1	100700001	100800000	0.0002239368091040492	96962	11	49121	95682
CR	scaffold-ma1	100800001	100900000	0.0007235308304526087	96443	18	24878	143130
CR	scaffold-ma1	100900001	101000000	0.0008334385654754389	97194	33	39595	115198
CR	scaffold-ma1	101000001	101100000	0.0003523827291005949	96937	17	48243	97388
CR	scaffold-ma1	101100001	101200000	0.003857350800582242	95313	159	41220	108186
CR	scaffold-ma1	101200001	101300000	0.0013286184412239642	96031	65	48923	94216
CR	scaffold-ma1	101300001	101400000	0.005920717887043804	96453	256	43238	106430
CR	scaffold-ma1	101400001	101500000	0.01073216036324235	94489	416	38762	111454
CR	scaffold-ma1	101500001	101600000	4.029983074071089e-05	96904	1	24814	144180
CR	scaffold-ma1	101600001	101700000	0.000419903422212891	96745	2	4763	183964
CR	scaffold-ma1	101700001	101800000	0.0007787191627211562	96177	25	32104	128146
CR	scaffold-ma1	101800001	101900000	8.051097632977296e-05	97017	3	37262	119510
CR	scaffold-ma1	101900001	102000000	3.5265904923120326e-05	96085	1	28356	135458
CR	scaffold-ma1	102000001	102100000	0.0004301815366084488	96709	5	11623	170172
CR	scaffold-ma1	102100001	102200000	0.0005961962678113635	96495	10	16773	159444
CR	scaffold-ma1	102200001	102300000	0.0015936254980079682	97174	38	23845	146658
CR	scaffold-ma1	102300001	102400000	0.00045601945683015807	96268	9	19736	153064
CR	scaffold-ma1	102400001	102500000	0.00016345210853220007	96951	4	24472	144958
CR	scaffold-ma1	102500001	102600000	0.0	96322	0	9345	173954
CR	scaffold-ma1	102600001	102700000	0.0	96142	0	6692	178900
CR	scaffold-ma1	102700001	102800000	0.0005142710208279763	94834	8	15556	158556
CR	scaffold-ma1	102800001	102900000	0.0011432009626955474	96784	38	33240	127088
CR	scaffold-ma1	102900001	103000000	0.0017704448713602291	96563	47	26547	140032
CR	scaffold-ma1	103000001	103100000	0.002120248371952143	94537	42	19809	149456
CR	scaffold-ma1	103100001	103200000	0.0017066379232911165	96641	57	33399	126484
CR	scaffold-ma1	103200001	103300000	0.0001798237727027513	96207	3	16683	159048
CR	scaffold-ma1	103300001	103400000	0.00013021681099029884	96490	2	15359	162262
CR	scaffold-ma1	103400001	103500000	0.0003464069897232593	96396	9	25981	140830
CR	scaffold-ma1	103500001	103600000	0.0010016634768454755	96581	56	55907	81348
CR	scaffold-ma1	103600001	103700000	0.0010459689964061579	96342	39	37286	118112
CR	scaffold-ma1	103700001	103800000	0.0002506202852058846	96038	10	39901	112274
CR	scaffold-ma1	103800001	103900000	0.0001462843768285547	96749	8	54688	84122
CR	scaffold-ma1	103900001	104000000	0.0005879553153960299	96807	21	35717	122180
CR	scaffold-ma1	104000001	104100000	0.0006496248416539448	95670	20	30787	129766
CR	scaffold-ma1	104100001	104200000	0.0019489247311827956	95782	29	14880	161804
CR	scaffold-ma1	104200001	104300000	0.000951655881233346	96196	5	5254	181884
CR	scaffold-ma1	104300001	104400000	0.0003013863773357444	96286	5	16590	159392
CR	scaffold-ma1	104400001	104500000	0.0015471892728210418	96205	33	21329	149752
CR	scaffold-ma1	104500001	104600000	0.0035223017314893776	95747	95	26971	137552
CR	scaffold-ma1	104600001	104700000	0.0010883084577114428	96724	28	25728	141992
CR	scaffold-ma1	104700001	104800000	0.0005143503754757741	95242	10	19442	151600
CR	scaffold-ma1	104800001	104900000	0.0008511673151750973	97027	42	49344	95366
CR	scaffold-ma1	104900001	105000000	0.0014429760501170218	96775	82	56827	79896
CR	scaffold-ma1	105000001	105100000	0.0008422754914677493	96166	50	59363	73606
CR	scaffold-ma1	105100001	105200000	0.0015038240096244737	96117	35	23274	145686
CR	scaffold-ma1	105200001	105300000	0.0005994877105019347	95832	11	18349	154966
CR	scaffold-ma1	105300001	105400000	0.0030006227707637433	93555	53	17663	151784
CR	scaffold-ma1	105400001	105500000	0.0005386533665835411	96322	27	50125	92394
CR	scaffold-ma1	105500001	105600000	0.00023894862604540023	94793	6	25110	139366
CR	scaffold-ma1	105600001	105700000	0.0008782201405152225	96216	9	10248	171936
CR	scaffold-ma1	105700001	105800000	0.0034065102195306586	96908	27	7926	177964
CR	scaffold-ma1	105800001	105900000	0.0009907755380936113	95434	29	29270	132328
CR	scaffold-ma1	105900001	106000000	0.0007753352184620998	95672	17	21926	147492
CR	scaffold-ma1	106000001	106100000	0.000820879306598421	96486	34	41419	110134
CR	scaffold-ma1	106100001	106200000	0.0008235432528277786	96567	49	59499	74136
CR	scaffold-ma1	106200001	106300000	0.0008296689620841284	97306	10	12053	170506
CR	scaffold-ma1	106300001	106400000	0.0006594902778368719	96348	31	47006	98684
CR	scaffold-ma1	106400001	106500000	0.0016032000507944571	97350	101	62999	68702
CR	scaffold-ma1	106500001	106600000	0.0015884782378481415	97495	90	56658	81674
CR	scaffold-ma1	106600001	106700000	0.0014453850918851952	97272	84	58116	78312
CR	scaffold-ma1	106700001	106800000	0.0007285178304739008	96409	40	54906	83006
CR	scaffold-ma1	106800001	106900000	0.00026846061524856297	96611	17	63324	66574
CR	scaffold-ma1	106900001	107000000	4.919726463208646e-05	97695	3	60979	73432
CR	scaffold-ma1	107000001	107100000	0.0005668934240362812	97368	30	52920	88896
CR	scaffold-ma1	107100001	107200000	0.0009984866686428382	96867	64	64097	65540
CR	scaffold-ma1	107200001	107300000	0.0002659480160278004	96983	15	56402	81162
CR	scaffold-ma1	107300001	107400000	0.0	96209	0	28701	135016
CR	scaffold-ma1	107400001	107500000	0.00026815402767349565	94136	10	37292	113688
CR	scaffold-ma1	107500001	107600000	0.00013475272874275703	96992	7	51947	90090
CR	scaffold-ma1	107600001	107700000	0.0	96988	0	13000	167976
CR	scaffold-ma1	107700001	107800000	7.822889775483064e-05	96488	1	12783	167410
CR	scaffold-ma1	107800001	107900000	0.0013543603516745861	97126	59	43563	107126
CR	scaffold-ma1	107900001	108000000	0.0008865023682277551	96686	35	39481	114410
